TERM,SCHOOL,DEPARTMENT,SUBJ,COURSE,SECTION,CRN,TITLE,TYPE,CREDITS,INSTRUCTOR.NAME.S.,SECT.MAX,SECT.ENRL,UG.SECT.ENRL,UP.SECT.ENRL,GR.SECT.ENRL,VS.SECT.ENRL,VU.SECT.ENRL,VG.SECT.ENRL,XLST.GROUP,XLST.MAX,XLST.ENRL,TTL.ENRL,TTL.SEATS.AVAIL,XLST.WITH,XLST.CRN,XLST.LEAD.DEPT,HAS_SYLLABUS,TERM_num
25_2,School of Humanities and Arts,English and Creative Writing,ENGL,301,2,12356,INTRO TO FICTION WRITING,SEM,3,"Boshier, Rosa",3,2,2,0,0,0,0,0,XA,16,17,17,-1,ENGL 301 001,12355,English and Creative Writing,Y,9
25_2,School of Humanities and Arts,English and Creative Writing,ENGL,301,5,13023,INTRO TO FICTION WRITING,SEM,3,"Boshier, Rosa",10,9,9,0,0,0,0,0,XC,16,14,14,2,ENGL 301 006,13140,English and Creative Writing,Y,9
25_2,School of Humanities and Arts,English and Creative Writing,ENGL,301,6,13140,INTRO TO FICTION WRITING,SEM,3,"Boshier, Rosa",6,5,5,0,0,0,0,0,XC,16,14,14,2,ENGL 301 005,13023,English and Creative Writing,Y,9
25_2,School of Humanities and Arts,English and Creative Writing,ENGL,301,9,15016,INTRO TO FICTION WRITING,SEM,3,"Boshier, Rosa",12,12,12,0,0,0,0,0,DC,16,16,16,0,ENGL 301 010,15025,English and Creative Writing,Y,9
25_2,School of Humanities and Arts,English and Creative Writing,ENGL,301,10,15025,INTRO TO FICTION WRITING,SEM,3,"Boshier, Rosa",4,4,4,0,0,0,0,0,DC,16,16,16,0,ENGL 301 009,15016,English and Creative Writing,Y,9
25_2,School of Humanities and Arts,Environmental Studies,ENST,301,2,15457,ENVIRONMENTAL JUSTICE,SEM,3,"Potts, Rebecca L.",30,30,30,0,0,0,0,0,,,NA,30,0,,,,Y,9
25_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",FREN,301,1,12691,GRAMMAR AND CULTURAL LITERACY,SEM,3,"Emami, Maryam",25,13,12,0,1,0,0,0,,,NA,13,12,,,,Y,9
25_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",GERM,301,1,10517,THIRD YEAR GERMAN I,LEC,3,"Oesmann, Astrid",25,10,8,0,2,0,0,0,,,NA,10,15,,,,Y,9
25_2,School of Humanities and Arts,Asian Studies,JAPA,301,1,12629,THIRD YEAR JAPANESE I,LEC,3,"Suzuki, Mamiko",20,10,10,0,0,0,0,0,,,NA,10,10,,,,Y,9
25_2,School of Humanities and Arts,Asian Studies,JAPA,301,2,11599,THIRD YEAR JAPANESE I,LEC,3,"Suzuki, Mamiko",20,8,6,0,2,0,0,0,,,NA,8,12,,,,Y,9
25_2,School of Humanities and Arts,Asian Studies,KORE,301,1,13751,THIRD YEAR KOREAN I,LEC,3,"Oh, Eun Young",20,9,9,0,0,0,0,0,,,NA,9,11,,,,Y,9
25_2,School of Humanities and Arts,Media Studies,MDIA,301,1,15617,WOMEN’S FILMMAKING SINCE 1970S,SEM,3,"O'Malley, Hayley",30,4,4,0,0,0,0,0,,,NA,4,26,,,,Y,9
25_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",PORT,301,1,14790,THIRD YEAR PORTUGUESE I,LEC,3,"Scutti Santos, Helade",20,5,5,0,0,0,0,0,,,NA,5,15,,,,Y,9
25_2,School of Humanities and Arts,Religion,RELI,301,1,14605,NIETZSCHE & RELIGIOUS THOUGHT,LEC,3,"Kripal, Jeffrey J.",15,5,5,0,0,0,0,0,0P,15,9,9,6,RELI 515 001,14606,Religion,N,9
25_2,School of Humanities and Arts,Theatre,THEA,301,1,11715,ACTING I,LL,3,"Keefe, Christina",16,14,14,0,0,0,0,0,,,NA,14,2,,,,Y,9
21_2,School of Humanities and Arts,Asian Studies,ASIA,302,1,14328,STUDIES IN ASIAN PHILOSOPHY,SEM,3,"Huntington, Eric R.",19,10,10,0,0,0,0,0,,,NA,10,9,,,,Y,1
21_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",FREN,302,1,12544,WRITING WORKSHOP,LEC,3,"Fette, Julie",15,11,10,0,0,0,1,0,,,NA,11,4,,,,Y,1
22_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,CHIN,302,1,21655,THIRD YEAR CHINESE II,LEC,3,"Fu, Liang",20,20,20,0,0,0,0,0,,,NA,20,0,,,,Y,2
22_1,School of Humanities and Arts,English and Creative Writing,ENGL,302,1,23717,SCREENWRITING,SEM,3,"Dermont, Amber P.",12,15,15,0,0,0,0,0,,,NA,15,-3,,,,Y,2
22_1,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",GERM,302,1,25614,THIRD YEAR GERMAN II,LEC,3,"Oesmann, Astrid",19,5,4,0,1,0,0,0,,,NA,5,14,,,,Y,2
22_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,JAPA,302,901,26039,THIRD YEAR JAPANESE II,LEC,3,"Takayama, Hiromi",16,11,11,0,0,0,0,0,,,NA,11,5,,,,Y,2
22_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,KORE,302,1,21824,THIRD YEAR KOREAN II,LEC,3,"Oh, Eun Young",16,13,13,0,0,0,0,0,,,NA,13,3,,,,Y,2
22_1,School of Humanities and Arts,Art,THEA,302,1,25288,ACTING II,LL,3,"Keefe, Christina",12,12,12,0,0,0,0,0,,,NA,12,0,,,,Y,2
22_2,School of Humanities and Arts,Environmental Studies,ENST,302,1,13995,ENVIRON ISSUES: RICE IN FUTURE,LAB,3,"Johnson, Richard R.",20,3,3,0,0,0,0,0,B5,20,9,9,11,SOCI 304 001,14095,Environmental Studies,Y,3
22_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",FREN,302,1,12159,WRITING WORKSHOP,LEC,3,"Ossia, Nelly",15,10,10,0,0,0,0,0,,,NA,10,5,,,,Y,3
22_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",GREE,302,2,14961,HOMER,LEC,3,"Somerville, Ted",15,3,3,0,0,0,0,0,7B,15,4,4,11,GREE 502 002,15068,"Modern Classic Lang, Lit, Cult",N,3
23_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,ARAB,302,1,23781,THIRD YEAR ARABIC II,LEC,3,"Elsherbiny, Hossam A.",20,4,4,0,0,0,0,0,,,NA,4,16,,,,Y,4
23_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,CHIN,302,1,21272,THIRD YEAR CHINESE II,LEC,3,"Fu, Liang",20,13,13,0,0,0,0,0,,,NA,13,7,,,,Y,4
23_1,School of Humanities and Arts,English and Creative Writing,ENGL,302,1,22430,SCREENWRITING,SEM,3,"Dermont, Amber P.",8,8,8,0,0,0,0,0,XC,16,16,16,0,ENGL 302 002,24340,English and Creative Writing,Y,4
23_1,School of Humanities and Arts,English and Creative Writing,ENGL,302,2,24340,SCREENWRITING,SEM,3,"Dermont, Amber P.",8,8,8,0,0,0,0,0,XC,16,16,16,0,ENGL 302 001,22430,English and Creative Writing,Y,4
23_1,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",GERM,302,1,23324,THIRD YEAR GERMAN II,LEC,3,"Oesmann, Astrid",19,10,9,0,1,0,0,0,,,NA,10,9,,,,Y,4
23_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,JAPA,302,1,23553,THIRD YEAR JAPANESE II,LEC,3,"Takayama, Hiromi",20,6,6,0,0,0,0,0,,,NA,6,14,,,,Y,4
23_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,JAPA,302,2,23787,THIRD YEAR JAPANESE II,LEC,3,"Takayama, Hiromi",20,15,14,0,1,0,0,0,,,NA,15,5,,,,Y,4
23_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,KORE,302,1,21378,THIRD YEAR KOREAN II,LEC,3,"Oh, Eun Young",20,15,15,0,0,0,0,0,,,NA,15,5,,,,Y,4
23_1,School of Humanities and Arts,Politics Law Social Thought,PLST,302,1,24047,CONTEMPORARY POLITICAL THEORY,LEC,3,"Schwarz, Michael S.",30,22,22,0,0,0,0,0,,,NA,22,8,,,,Y,4
23_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,PORT,302,1,23790,BRASIL: CULTURE AND SOCIETY,LEC,3,"Scutti Santos, Helade",20,5,5,0,0,0,0,0,,,NA,5,15,,,,Y,4
23_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,RUSS,302,2,24687,THIRD YEAR RUSSIAN II,LEC,3,"Moskvitina, Larisa I.",20,6,6,0,0,0,0,0,,,NA,6,14,,,,Y,4
23_2,School of Humanities and Arts,Asian Studies,ASIA,302,1,15257,ASIAN PHILOSOPHY IN CONTEXT,SEM,3,"Huntington, Eric R.",21,13,13,0,0,0,0,0,,,NA,13,8,,,,Y,5
23_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",FREN,302,1,12159,WRITING WORKSHOP,LEC,3,"Ossia, Nelly",12,12,12,0,0,0,0,0,,,NA,12,0,,,,Y,5
24_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,CHIN,302,1,21272,THIRD YEAR CHINESE II,LEC,3,"Fu, Liang",20,14,14,0,0,0,0,0,,,NA,14,6,,,,Y,6
24_1,School of Humanities and Arts,English and Creative Writing,ENGL,302,1,22430,SCREENWRITING,SEM,3,"Dermont, Amber P.",8,11,11,0,0,0,0,0,XC,16,19,19,-3,ENGL 302 002,24340,English and Creative Writing,Y,6
24_1,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",GERM,302,1,23324,THIRD YEAR GERMAN II,LEC,3,"Brook, Mary Grayson",25,7,6,0,1,0,0,0,,,NA,7,18,,,,Y,6
24_1,School of Humanities and Arts,Art History,HART,302,1,24939,"ART, ARCHITECTURE AND NATURE",SEM,3,"Lopez Duran, Maria Fabiola",15,13,13,0,0,0,0,0,5H,15,15,15,0,HART 568 001,24940,Art History,N,6
24_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,ITAL,302,1,24993,THIRD YEAR ITALIAN II,LEC,3,"Giliberti, Maria C.",20,6,5,0,1,0,0,0,,,NA,6,14,,,,Y,6
24_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,JAPA,302,1,23553,THIRD YEAR JAPANESE II,LEC,3,"Takayama, Hiromi",20,13,13,0,0,0,0,0,,,NA,13,7,,,,Y,6
24_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,JAPA,302,2,23787,THIRD YEAR JAPANESE II,LEC,3,"Takayama, Hiromi",20,7,7,0,0,0,0,0,,,NA,7,13,,,,Y,6
24_1,School of Humanities and Arts,Politics Law Social Thought,PLST,302,1,24047,CONTEMPORARY POLITICAL THEORY,LEC,3,"Schwarz, Michael S.",30,30,30,0,0,0,0,0,,,NA,30,0,,,,Y,6
24_2,School of Humanities and Arts,Environmental Studies,ENST,302,1,16586,ENVIRON ISSUES: RICE IN FUTURE,LAB,3,"Johnson, Richard R.",15,14,14,0,0,0,0,0,A4,15,17,17,-2,SOCI 304 001,16867,Environmental Studies,Y,7
24_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",FREN,302,1,12159,WRITING WORKSHOP,LEC,3,"Duquet, Valentin",25,12,12,0,0,0,0,0,,,NA,12,13,,,,Y,7
24_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,KORE,302,1,16889,THIRD YEAR KOREAN II,LEC,3,"Choi, Jaesu",20,11,9,0,1,0,0,1,,,NA,11,9,,,,Y,7
24_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,PORT,302,2,17220,BRASIL: CULTURE AND SOCIETY,LEC,3,"Scutti Santos, Helade",20,7,6,0,0,0,0,1,,,NA,7,13,,,,Y,7
25_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,CHIN,302,2,26913,THIRD YEAR CHINESE II,LEC,3,"Fu, Liang",20,14,13,0,0,0,0,1,,,NA,14,6,,,,Y,8
25_1,School of Humanities and Arts,English and Creative Writing,ENGL,302,1,22430,SCREENWRITING,SEM,3,"Dermont, Amber P.",10,10,10,0,0,0,0,0,XC,16,15,15,1,ENGL 302 002,24340,English and Creative Writing,Y,8
25_1,School of Humanities and Arts,English and Creative Writing,ENGL,302,2,24340,SCREENWRITING,SEM,3,"Dermont, Amber P.",6,5,5,0,0,0,0,0,XC,16,15,15,1,ENGL 302 001,22430,English and Creative Writing,Y,8
25_1,School of Humanities and Arts,English and Creative Writing,ENGL,302,3,26348,SCREENWRITING,SEM,3,"Dermont, Amber P.",10,10,10,0,0,0,0,0,XH,16,15,15,1,ENGL 302 004,26650,English and Creative Writing,Y,8
25_1,School of Humanities and Arts,English and Creative Writing,ENGL,302,4,26650,SCREENWRITING,SEM,3,"Dermont, Amber P.",6,5,5,0,0,0,0,0,XH,16,15,15,1,ENGL 302 003,26348,English and Creative Writing,Y,8
25_1,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",FREN,302,1,26120,WRITING WORKSHOP,LEC,3,"Ossia, Nelly",25,8,8,0,0,0,0,0,,,NA,8,17,,,,Y,8
25_1,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",GERM,302,1,23324,THIRD YEAR GERMAN II,LEC,3,"Brook, Mary Grayson",25,3,2,0,1,0,0,0,,,NA,3,22,,,,Y,8
25_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,JAPA,302,1,23553,THIRD YEAR JAPANESE II,LEC,3,"Suzuki, Mamiko",20,10,10,0,0,0,0,0,,,NA,10,10,,,,Y,8
25_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,JAPA,302,2,23787,THIRD YEAR JAPANESE II,LEC,3,"Suzuki, Mamiko",20,6,5,0,1,0,0,0,,,NA,6,14,,,,Y,8
25_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,KORE,302,1,26293,THIRD YEAR KOREAN II,LEC,3,"Oh, Eun Young",20,17,17,0,0,0,0,0,,,NA,17,3,,,,Y,8
25_1,School of Humanities and Arts,Theatre,THEA,302,1,26432,ACTING II,LL,3,"Keefe, Christina",16,8,8,0,0,0,0,0,,,NA,8,8,,,,Y,8
25_2,School of Humanities and Arts,Asian Studies,ASIA,302,1,14552,ASIAN PHILOSOPHY IN CONTEXT,SEM,3,"Huntington, Eric R.",30,4,4,0,0,0,0,0,,,NA,4,26,,,,Y,9
25_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",FREN,302,1,11691,WRITING WORKSHOP,LEC,3,"Sainte-Claire, Linsey",25,11,11,0,0,0,0,0,,,NA,11,14,,,,Y,9
21_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",CLAS,303,1,13786,SOCRATES,LEC,3,"Yunis, Harvey",25,11,11,0,0,0,0,0,,,NA,11,14,,,,Y,1
21_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,SPAN,303,1,12270,ADV SPAN HERITAGE STUDENTS,LEC,3,"Morones, Jessica Y.",20,20,20,0,0,0,0,0,,,NA,20,0,,,,Y,1
22_1,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",GERM,303,1,25424,GERMAN FOR PROFESSIONALS,SEM,3,"Kley, Katharina",15,5,5,0,0,0,0,0,,,NA,5,10,,,,Y,2
22_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,SPAN,303,1,21826,ADV SPAN HERITAGE STUDENTS,LEC,3,"Diaz Montalvo, Thais M.",16,14,14,0,0,0,0,0,,,NA,14,2,,,,Y,2
22_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,SPAN,303,1,11942,ADV SPAN HERITAGE STUDENTS,LEC,3,"Diaz Montalvo, Thais M.",16,16,16,0,0,0,0,0,,,NA,16,0,,,,Y,3
22_2,School of Humanities and Arts,Art,THEA,303,1,14260,INTRODUCTION TO THEATRE,LEC,3,"Twardowski, James W.",24,14,14,0,0,0,0,0,D2,24,21,21,3,ENGL 390 001,14261,Art,Y,3
23_1,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",GERM,303,1,24133,GERMAN FOR PROFESSIONALS,SEM,3,"Kley, Katharina",19,3,3,0,0,0,0,0,,,NA,3,16,,,,Y,4
23_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,SPAN,303,1,21380,SPANISH HERITAGE STUDENTS III,LEC,3,"Morones, Jessica Y.",20,18,18,0,0,0,0,0,,,NA,18,2,,,,Y,4
23_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,SPAN,303,1,11942,SPANISH HERITAGE STUDENTS III,LEC,3,"Diaz Montalvo, Thais M.",20,16,16,0,0,0,0,0,,,NA,16,4,,,,Y,5
23_2,School of Humanities and Arts,Art,THEA,303,1,14260,INTRODUCTION TO THEATRE,LEC,3,"Twardowski, James W.",24,15,14,0,0,0,0,1,D2,24,22,22,2,ENGL 390 001,14261,Art,Y,5
24_1,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",GERM,303,1,24133,GERMAN FOR PROFESSIONALS,SEM,3,"Kley, Katharina",25,5,5,0,0,0,0,0,,,NA,5,20,,,,Y,6
24_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,SPAN,303,1,21380,SPANISH HERITAGE STUDENTS III,LEC,3,"Morones, Jessica Y.",20,12,12,0,0,0,0,0,,,NA,12,8,,,,Y,6
24_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,SPAN,303,1,11942,SPANISH HERITAGE STUDENTS III,LEC,3,"Morones, Jessica Y.",20,15,15,0,0,0,0,0,,,NA,15,5,,,,Y,7
25_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,SPAN,303,1,21380,SPANISH HERITAGE STUDENTS III,LEC,3,"Morones, Jessica Y.",20,20,20,0,0,0,0,0,,,NA,20,0,,,,Y,8
25_1,School of Humanities and Arts,"Stdy of Women, Gender, & Sxlty",SWGS,303,1,26136,GENDER AND SCIENCE,SEM,3,"Overdorf, Vic",20,9,8,0,1,0,0,0,,,NA,9,11,,,,Y,8
25_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",SPAN,303,1,11546,SPANISH HERITAGE STUDENTS III,LEC,3,"Morones, Jessica Y.",20,11,11,0,0,0,0,0,,,NA,11,9,,,,Y,9
25_2,School of Humanities and Arts,Theatre,THEA,303,1,14710,INTRODUCTION TO THEATRE,LEC,3,"Kimbro, Robert W.",25,14,13,0,1,0,0,0,F0,25,20,20,5,ENGL 390 001,14711,Theatre,Y,9
21_2,School of Humanities and Arts,Asian Studies,ASIA,304,902,14857,HUMAN MOBILITY IN ASIA-PACIFIC,LEC,3,"Cheuk, Ka-Kin",19,3,3,0,0,0,0,0,,,NA,3,16,,,,Y,1
21_2,School of Humanities and Arts,English and Creative Writing,ENGL,304,1,13708,INTRO TO POETRY WRITING,SEM,3,"Morin, Tomas Q.",3,3,3,0,0,0,0,0,XF,16,16,16,0,ENGL 304 002,14229,English and Creative Writing,Y,1
21_2,School of Humanities and Arts,English and Creative Writing,ENGL,304,2,14229,INTRO TO POETRY WRITING,SEM,3,"Morin, Tomas Q.",13,13,13,0,0,0,0,0,XF,16,16,16,0,ENGL 304 001,13708,English and Creative Writing,Y,1
22_1,School of Humanities and Arts,English and Creative Writing,ENGL,304,2,25569,INTRO TO POETRY WRITING,SEM,3,"Morin, Tomas Q.",15,14,14,0,0,0,0,0,XG,16,14,14,2,ENGL 304 001,25337,English and Creative Writing,Y,2
22_2,School of Humanities and Arts,English and Creative Writing,ENGL,304,1,12898,INTRO TO POETRY WRITING,SEM,3,"Schwartz, Leslie C.",3,2,2,0,0,0,0,0,XF,16,12,12,4,ENGL 304 002,13336,English and Creative Writing,Y,3
23_1,School of Humanities and Arts,English and Creative Writing,ENGL,304,1,23105,INTRO TO POETRY WRITING,SEM,3,"Schwartz, Leslie C.",6,4,4,0,0,0,0,0,XG,16,13,13,3,ENGL 304 002,23285,English and Creative Writing,Y,4
23_1,School of Humanities and Arts,English and Creative Writing,ENGL,304,2,23285,INTRO TO POETRY WRITING,SEM,3,"Schwartz, Leslie C.",10,9,9,0,0,0,0,0,XG,16,13,13,3,ENGL 304 001,23105,English and Creative Writing,Y,4
23_2,School of Humanities and Arts,English and Creative Writing,ENGL,304,1,12898,INTRO TO POETRY WRITING,SEM,3,"Morin, Tomas Q.",8,8,8,0,0,0,0,0,XF,16,16,16,0,ENGL 304 002,13336,English and Creative Writing,Y,5
23_2,School of Humanities and Arts,English and Creative Writing,ENGL,304,2,13336,INTRO TO POETRY WRITING,SEM,3,"Morin, Tomas Q.",8,8,8,0,0,0,0,0,XF,16,16,16,0,ENGL 304 001,12898,English and Creative Writing,Y,5
23_2,School of Humanities and Arts,Art,THEA,304,1,15524,COSTUME DESIGN,LEC,3,"Breikjern, Heather R.",10,7,7,0,0,0,0,0,,,NA,7,3,,,,Y,5
24_1,School of Humanities and Arts,English and Creative Writing,ENGL,304,1,23105,INTRO TO POETRY WRITING,SEM,3,"Schwartz, Leslie C.",8,6,6,0,0,0,0,0,XG,16,13,13,3,ENGL 304 002,23285,English and Creative Writing,Y,6
24_1,School of Humanities and Arts,English and Creative Writing,ENGL,304,2,23285,INTRO TO POETRY WRITING,SEM,3,"Schwartz, Leslie C.",8,7,7,0,0,0,0,0,XG,16,13,13,3,ENGL 304 001,23105,English and Creative Writing,Y,6
24_2,School of Humanities and Arts,English and Creative Writing,ENGL,304,1,12898,INTRO TO POETRY WRITING,SEM,3,"Morin, Tomas Q.",10,8,8,0,0,0,0,0,XF,16,14,14,2,ENGL 304 002,13336,English and Creative Writing,Y,7
24_2,School of Humanities and Arts,English and Creative Writing,ENGL,304,2,13336,INTRO TO POETRY WRITING,SEM,3,"Morin, Tomas Q.",6,6,6,0,0,0,0,0,XF,16,14,14,2,ENGL 304 001,12898,English and Creative Writing,Y,7
24_2,School of Humanities and Arts,Theatre,THEA,304,1,15524,COSTUME DESIGN,LEC,3,"Breikjern, Heather R.",10,3,3,0,0,0,0,0,,,NA,3,7,,,,Y,7
25_1,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",CLAS,304,1,26642,PLATO'S REPUBLIC,LEC,3,"Yunis, Harvey",25,1,1,0,0,0,0,0,D0,50,3,3,47,PHIL 382 001,26639,"Modern Classic Lang, Lit, Cult",Y,8
25_1,School of Humanities and Arts,English and Creative Writing,ENGL,304,1,23105,INTRO TO POETRY WRITING,SEM,3,"Morin, Tomas Q.",10,10,10,0,0,0,0,0,XG,16,16,16,0,ENGL 304 002,23285,English and Creative Writing,Y,8
25_1,School of Humanities and Arts,English and Creative Writing,ENGL,304,2,23285,INTRO TO POETRY WRITING,SEM,3,"Morin, Tomas Q.",6,6,6,0,0,0,0,0,XG,16,16,16,0,ENGL 304 001,23105,English and Creative Writing,Y,8
21_2,School of Humanities and Arts,English and Creative Writing,ENGL,305,1,14634,INTRO CREATIVE NONFICT WRITING,SEM,3,"Hammon, Cameron D.",16,17,17,0,0,0,0,0,,,NA,17,-1,,,,Y,1
21_2,School of Humanities and Arts,English and Creative Writing,ENGL,305,3,14945,INTRO CREATIVE NONFICT WRITING,SEM,3,"Hammon, Cameron D.",16,10,10,0,0,0,0,0,,,NA,10,6,,,,Y,1
21_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",FREN,305,1,13787,LITERARY AND CULTURAL ANALYSIS,SEM,3,"Nelson-Campbell, Deborah H.",19,7,7,0,0,0,0,0,,,NA,7,12,,,,Y,1
21_2,School of Humanities and Arts,Art History,HART,305,1,14275,"ART IN EUROPE, 1945-2000",SEM,3,"Hughes, Gordon A.",15,5,5,0,0,0,0,0,3W,15,6,6,9,HART 505 001,14397,Art History,Y,1
21_2,School of Humanities and Arts,Politics Law Social Thought,PLST,305,1,11932,INTRODUCTION TO LAW,LEC,3,"Ramirez, Rodolfo",19,14,14,0,0,0,0,0,,,NA,14,5,,,,Y,1
22_2,School of Humanities and Arts,English and Creative Writing,ENGL,305,1,13593,INTRO CREATIVE NONFICT WRITING,SEM,3,"Johnson, Lacy M.",3,3,3,0,0,0,0,0,XE,16,14,14,2,ENGL 305 002,13819,English and Creative Writing,Y,3
22_2,School of Humanities and Arts,English and Creative Writing,ENGL,305,2,13819,INTRO CREATIVE NONFICT WRITING,SEM,3,"Johnson, Lacy M.",13,11,11,0,0,0,0,0,XE,16,14,14,2,ENGL 305 001,13593,English and Creative Writing,Y,3
22_2,School of Humanities and Arts,English and Creative Writing,ENGL,305,3,14375,INTRO CREATIVE NONFICT WRITING,SEM,3,"Laymon, Kiese M.",5,3,3,0,0,0,0,0,XH,16,13,13,3,ENGL 305 004,14393,English and Creative Writing,Y,3
22_2,School of Humanities and Arts,English and Creative Writing,ENGL,305,4,14393,INTRO CREATIVE NONFICT WRITING,SEM,3,"Laymon, Kiese M.",11,10,10,0,0,0,0,0,XH,16,13,13,3,ENGL 305 003,14375,English and Creative Writing,Y,3
22_2,School of Humanities and Arts,Politics Law Social Thought,PLST,305,1,11682,INTRODUCTION TO LAW,LEC,3,"Ramirez, Rodolfo",19,10,10,0,0,0,0,0,,,NA,10,9,,,,Y,3
23_1,School of Humanities and Arts,English and Creative Writing,ENGL,305,1,23884,INTRO CREATIVE NONFICT WRITING,SEM,3,"Washington, Bryan",4,4,4,0,0,0,0,0,XH,16,16,16,0,ENGL 305 002,24225,English and Creative Writing,Y,4
23_1,School of Humanities and Arts,English and Creative Writing,ENGL,305,2,24225,INTRO CREATIVE NONFICT WRITING,SEM,3,"Washington, Bryan",12,12,12,0,0,0,0,0,XH,16,16,16,0,ENGL 305 001,23884,English and Creative Writing,Y,4
23_1,School of Humanities and Arts,Art,THEA,305,1,24021,LIGHTING DESIGN,LL,3,"Krouskop, Mark A.",10,6,6,0,0,0,0,0,,,NA,6,4,,,,Y,4
23_2,School of Humanities and Arts,Asian Studies,ASIA,305,1,15258,ETHNOGRAPHY IN/OF HOUSTON ASIA,SEM,3,"Ryang, Soon",19,19,19,0,0,0,0,0,,,NA,19,0,,,,Y,5
23_2,School of Humanities and Arts,English and Creative Writing,ENGL,305,1,13593,INTRO CREATIVE NONFICT WRITING,SEM,3,"Johnson, Lacy M.",7,7,7,0,0,0,0,0,XE,16,17,17,-1,ENGL 305 002,13819,English and Creative Writing,Y,5
23_2,School of Humanities and Arts,English and Creative Writing,ENGL,305,2,13819,INTRO CREATIVE NONFICT WRITING,SEM,3,"Johnson, Lacy M.",9,10,10,0,0,0,0,0,XE,16,17,17,-1,ENGL 305 001,13593,English and Creative Writing,Y,5
23_2,School of Humanities and Arts,English and Creative Writing,ENGL,305,3,15681,INTRO CREATIVE NONFICT WRITING,SEM,3,"Hammon, Cameron D.",16,14,14,0,0,0,0,0,,,NA,14,2,,,,Y,5
23_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",FREN,305,1,15343,LITERARY AND CULTURAL ANALYSIS,SEM,3,"Fette, Julie",25,4,4,0,0,0,0,0,,,NA,4,21,,,,Y,5
23_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",GERM,305,1,15637,CURRENT ISSUES IN GERMAN,SEM,3,"Baig, Fatima",25,6,6,0,0,0,0,0,,,NA,6,19,,,,Y,5
23_2,School of Humanities and Arts,Politics Law Social Thought,PLST,305,1,11682,INTRODUCTION TO LAW,LEC,3,"Ramirez, Rodolfo",25,17,17,0,0,0,0,0,,,NA,17,8,,,,Y,5
24_2,School of Humanities and Arts,English and Creative Writing,ENGL,305,1,13593,INTRO CREATIVE NONFICT WRITING,SEM,3,"Boshier, Rosa",10,9,9,0,0,0,0,0,XE,16,15,15,1,ENGL 305 002,13819,English and Creative Writing,Y,7
